id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
472,3.72558045078e-17,1.4716965848e-18,1.77714274535e-18,5.23329311472e-15,1.70497293263e-17,1.50752280412e-25,3.71436983737e-17,2.48133620056e-17,1.8580107071e-12,1.03854632717e-24,1.7815139813e-18,2.4873894876e-19,4.36976770145e-20,8.76067143265e-23,1.96800787816e-21,4.4863199313e-17,1.49199771461e-15,4.9004515181e-14,3.8749264214e-11,3.56378204113e-19,1.00430914305e-21,3.83571656032e-23,1.91645000563e-30,5.11628044366e-29,2.54730246601e-24,1.87125163771e-27,1.97418204634e-20,4.83419014234e-16,3.21754961048e-17,5.91877414695e-23,1.37182889809e-19,2.0023096266e-23,3.00264453046e-18,1.37177346045e-31,1.60042549488e-20,1.06193711996e-19,3.26629583961e-19,6.7946282284e-18,2.23732801411e-23,2.33608669098e-21,4.66638474294e-18,4.01974842207e-24,3.2524606028e-17,5.2854514385e-13,1.059534654e-17,2.88521466198e-18,1.7094730922e-32,3.77157251307e-22,7.62593099255e-24,2.3166482066e-09,3.04440008888e-23,1.84016951656e-26,9.28764207888e-20,1.60120140017e-27,3.38634263969e-28,7.69240041242e-24,3.17963209728e-29,6.78556332217e-14,7.08869976607e-11,1.59892672374e-17,2.14233860009e-15,1.47350243014e-22,7.60535663216e-18,5.17398758966e-20,4.56027892777e-22,8.28064087463e-26,3.05125421275e-19,4.61338539732e-21,1.47327643359e-16,1.91715324172e-10,4.99121308085e-27,1.30146760576e-15,1.05288979982e-26,2.76323560387e-13,5.87190875061e-30,1.63184084923e-21,2.38293054993e-13,4.8681937806e-20,1.90220987898e-31,4.05454597211e-20,6.73952333432e-23,1.39760122895e-14,3.6137952628e-17,4.80651718928e-23,9.20914961809e-19,5.1205877975e-17,3.8046287312e-14,4.4929524375e-15,3.88470007581e-27,1.0,1.66267260376e-12,2.06198583598e-14,6.16417060426e-20,2.47232814423e-20,2.22876772444e-15,3.03952175928e-11,4.52675086528e-18,9.80973299564e-22,1.96650401897e-24
473,2.03219038819e-10,3.87396549301e-14,1.16235591031e-12,3.51457957789e-14,2.62424339734e-17,2.07809098163e-13,7.06420321056e-21,3.42910683843e-14,3.82284084351e-18,4.04293709622e-09,1.18902472317e-15,1.36153372961e-16,3.76084319936e-12,5.71638006028e-14,9.99285382444e-18,5.23028906936e-18,8.21588871612e-17,5.02963664217e-16,9.00202221793e-13,3.70271677631e-14,8.14516926129e-11,8.65259084576e-16,1.75949071935e-16,1.22049859108e-09,2.16656720342e-10,1.62968556717e-16,2.53565016206e-11,6.71598786647e-15,5.22346326349e-13,2.56934176626e-13,2.41786009743e-18,4.56711999762e-14,1.96528005396e-17,7.41641243369e-16,3.22157483678e-18,8.29661029425e-17,1.19687275391e-18,5.47665168424e-12,9.72335900684e-09,6.40610015121e-13,1.81466146074e-19,1.32667748315e-12,1.08999488523e-16,2.3503857738e-15,7.50162752161e-17,1.37431625605e-19,7.47162639918e-13,2.54304227416e-14,1.77129653167e-08,2.83963363891e-13,1.54488422922e-12,3.92389598461e-13,3.76722731379e-15,1.86509274691e-09,0.999999523163,1.6183273388e-08,8.29713076023e-10,7.64098416141e-16,5.6412399457e-19,3.58779873215e-13,1.46730555223e-12,1.06547314374e-11,5.52336473559e-16,6.98994246206e-16,1.2243148162e-10,7.40162908741e-09,2.06831838598e-18,3.04306115422e-17,1.46942937818e-07,3.4036615193e-10,1.97687888281e-09,1.18690440912e-14,3.75497667628e-14,1.61389118203e-16,5.44328818131e-11,3.22126112451e-07,7.58584484117e-09,4.35121290873e-15,1.29183230953e-14,2.91066545764e-15,8.91154771504e-13,9.93516601691e-16,1.26829035754e-16,1.8049129899e-12,1.21699064671e-13,3.95030508304e-10,1.88201232376e-10,1.48023032633e-12,8.16023464079e-12,1.18970802564e-18,2.75494579406e-13,2.85013874481e-13,2.39129894746e-16,5.82127839923e-15,6.71320115375e-21,2.39639302346e-17,3.93308476065e-12,2.81158441391e-15,1.73849216273e-11
474,6.24236231282e-13,1.54847469516e-16,3.76461042244e-13,1.16921692123e-14,4.61335866065e-17,1.05331862499e-20,4.70249890189e-14,2.87198039257e-19,3.89897524192e-15,5.42863002305e-18,1.71799846484e-12,2.54990958903e-11,6.51885280646e-15,1.5503181692e-13,4.07895220963e-14,5.21747144048e-20,5.9283303093e-12,7.69082029778e-15,2.58905771489e-07,2.48808460813e-13,2.56810410501e-16,8.27129658227e-18,2.61769416771e-14,1.25633504336e-15,4.74508696224e-11,1.96097586953e-12,8.03966200796e-14,2.61353751141e-11,2.77213766604e-15,2.44910825128e-17,1.30308513979e-10,1.53378777913e-14,1.07590356571e-17,4.13035222849e-20,1.22763218877e-19,3.28765271741e-15,2.21660856648e-15,1.05928335653e-18,8.95506958996e-20,1.16359558707e-13,5.75144168402e-11,6.45778249859e-18,2.81613341759e-17,0.999999761581,6.94534846302e-11,1.24055121966e-17,1.08864658807e-20,1.03836913501e-14,2.31735339468e-14,7.89314100191e-11,1.18715665553e-13,7.20185476846e-22,2.98553781523e-12,4.70675879998e-15,2.67604666411e-22,4.70800145003e-21,2.44385018983e-20,8.907904152e-15,5.58012132595e-13,4.77833784859e-18,6.82223666448e-10,1.35155948342e-20,2.0526384886e-14,1.16424380445e-13,2.33194064041e-18,2.2724557251e-16,4.98454452559e-15,2.29721552517e-14,5.11783378263e-13,1.6861019525e-10,1.56396723796e-18,2.2235416286e-10,3.45522389151e-22,1.58101689293e-12,2.8820965772e-21,1.95404698756e-15,1.04349944416e-14,8.61636283156e-12,5.63643514918e-22,1.2661154681e-16,2.20276457529e-14,1.38541869288e-14,8.87127119464e-17,4.66695094807e-19,6.03740388292e-21,9.16761851437e-14,7.90513349225e-11,3.00049430755e-16,1.6098661379e-21,7.53303808221e-11,2.80044047788e-16,2.4833351521e-12,3.49925790384e-13,3.04500009734e-14,1.68637668823e-16,3.36208110241e-08,2.71019491571e-11,1.84103559064e-08,1.1405804144e-13
476,2.58283672905e-14,2.51189815476e-11,4.11458714322e-11,1.38938500009e-17,4.84856634009e-11,0.99999332428,7.63914972945e-11,8.21615142868e-17,3.92819390814e-16,1.56037982535e-09,6.64717004933e-18,2.3019385928e-17,4.87027627241e-21,1.65033368932e-15,2.58748480407e-19,3.86383590054e-12,9.09144179211e-15,6.16509342763e-20,1.31561081135e-14,3.7861775584e-15,1.91268231887e-16,2.46492930234e-12,1.51666725142e-17,4.97349159266e-17,8.3952972612e-14,2.16080866172e-14,1.97315200203e-13,4.96282660082e-15,1.21526400054e-10,4.68909181029e-16,1.69783598522e-16,5.14666868151e-13,2.26431056522e-13,1.79718436313e-14,5.65262432907e-18,3.17020135299e-06,6.24565937586e-16,6.79565269159e-16,1.90541728446e-13,1.55085026852e-12,8.63473221486e-16,2.64951492311e-17,1.92930610723e-12,1.30749073e-14,1.51956347544e-16,1.06807732042e-18,6.26932113537e-14,2.84124629011e-17,2.53151446544e-17,2.8734348656e-16,2.61292088294e-16,6.63163236348e-14,1.26699448295e-19,3.15396106042e-16,2.5122516914e-12,2.64793007814e-16,1.40608538146e-08,2.41308827989e-20,1.96755086895e-22,6.25883405433e-13,6.92781174834e-15,8.42157593661e-12,1.75992679036e-19,9.18750579088e-12,2.63650016261e-16,5.47512652688e-15,7.11693236895e-13,8.01813516407e-19,2.34528515315e-14,3.9805869511e-14,1.91278640334e-14,3.40937799592e-06,2.11997818389e-13,6.48258370269e-14,4.86268469067e-13,5.64410887818e-12,5.39634049251e-12,1.57941747788e-13,3.12308356953e-09,3.72931405479e-22,1.66398770318e-08,1.43752937261e-18,8.99160195085e-13,3.74635421969e-14,3.05359083254e-16,2.41591977987e-17,5.43808759258e-18,8.85605723386e-19,8.37646033265e-13,4.10326723331e-20,9.73396870414e-20,2.41110999344e-20,1.80766995339e-14,9.88014053981e-18,4.77116000175e-21,1.92486647526e-19,2.15426121086e-18,6.40134592469e-13,3.30519502121e-17
477,4.65886959003e-14,1.69396363431e-18,3.55671628217e-13,2.82757893705e-15,9.65312407772e-20,9.89568432893e-15,2.22216000057e-17,2.41754623409e-19,4.90362118306e-21,6.54544723543e-13,4.30741452909e-16,1.78688432735e-17,1.42079834853e-15,2.9639919007e-21,1.43108627541e-20,8.15073325023e-19,4.96002334939e-21,3.81112925528e-21,2.744954195e-17,3.93765521753e-24,2.35068160492e-08,1.74879034404e-17,1.76399652806e-13,0.999999761581,6.16070394699e-08,2.7553290205e-10,3.28862950521e-16,3.72084823321e-18,1.8121988285e-12,9.50031069438e-13,1.40150018513e-15,5.74844154482e-13,2.90500969221e-22,1.06395840268e-15,6.00292620296e-16,5.64273166254e-17,1.36716998941e-17,1.29807428695e-10,3.36583122484e-10,3.91409214068e-12,4.62759741684e-18,2.57159854191e-20,1.03489398464e-20,1.53761378063e-17,1.40577951659e-21,9.9964735668e-19,6.23684282167e-16,1.53887741594e-22,3.02321993682e-16,5.92015878591e-20,3.0769753111e-22,1.08006097547e-17,8.99775359539e-16,6.70986281241e-17,5.87577347888e-11,7.15900970893e-16,1.77944014257e-20,4.58116392558e-23,1.82196213971e-23,1.25312520777e-12,1.42621237137e-15,9.23500165229e-12,2.65815879507e-16,1.8665718768e-22,1.31855278971e-15,1.36329940392e-11,4.09977760387e-18,4.12912561011e-19,1.02718479339e-13,1.86269907009e-18,6.6984874536e-08,1.84762907149e-14,6.60207536766e-19,8.84926819034e-17,5.75077733241e-17,2.67141163469e-18,8.13498879785e-18,4.26072578598e-23,5.05472381652e-22,2.08108426325e-11,2.4503654856e-13,1.13942025032e-15,1.30214513534e-19,1.84301699505e-23,2.59593096032e-22,3.76801283097e-18,3.8765985005e-21,5.76907101585e-20,1.16600639303e-20,1.32984672566e-24,1.84002126736e-19,2.11764457212e-16,8.28245824247e-14,2.9987954394e-12,2.28508820923e-22,1.78053471361e-26,3.55140722386e-10,6.10962579768e-19,1.01540058493e-19
479,2.96666684274e-11,1.02934633039e-10,1.15994115354e-11,4.43820863438e-06,1.23029598001e-15,1.01218710044e-16,2.3938462974e-13,2.17614728321e-11,7.19274339644e-07,4.67458841007e-19,8.47572856344e-09,5.13247789809e-14,1.02501953592e-08,2.77955555707e-16,1.42967773037e-11,4.69894650923e-16,1.997877341e-12,1.42145809012e-11,5.1981005766e-18,6.66087681973e-13,4.82414997706e-13,4.33550662038e-09,2.942125567e-19,2.59471503471e-18,9.7506312236e-20,1.2992780256e-15,3.90444981901e-10,8.50704157454e-15,5.73694356384e-17,1.43581506664e-19,1.05818262139e-12,3.38890616958e-11,6.73846187182e-11,1.9075595304e-19,6.37224301103e-12,1.47567666027e-15,4.245750862e-09,1.02802133583e-15,2.58460043561e-17,1.22776070452e-13,2.24156359706e-14,1.54926269147e-07,6.33418990002e-13,2.21143547158e-16,4.68177471617e-14,1.72174932089e-08,1.87196077053e-14,1.54760017599e-14,3.72852349852e-14,9.40226425905e-14,6.28991303486e-12,5.3374387802e-15,3.69620892053e-13,1.02909592947e-16,4.19203295419e-19,1.06098956544e-16,1.56916431035e-18,1.82408917886e-14,7.82124157106e-11,3.01594063308e-13,5.2870785422e-16,2.96485354341e-17,5.14005532778e-16,1.66271584988e-14,2.1220198721e-13,5.29046826218e-16,5.53884839198e-15,1.06861888384e-14,3.88988813382e-10,3.16737738468e-13,1.90952238698e-22,2.71258794112e-17,1.16953857057e-18,3.3803873329e-13,9.98426438096e-19,1.44595363887e-15,2.75414287459e-14,1.30397453212e-16,3.11054005671e-19,1.0040986792e-10,7.90215151749e-19,2.26029854555e-11,2.98346606751e-13,3.55040839393e-13,2.35218826838e-13,8.88529918044e-13,5.51972313342e-13,4.03657521904e-13,9.85679403911e-22,3.82862751919e-12,9.83613757393e-14,1.2097744681e-11,1.02991538908e-11,1.39620242451e-11,0.999994635582,9.81958195312e-11,1.93900050604e-15,1.07175777618e-15,1.84167459928e-13
480,1.32303971381e-13,1.03266321275e-12,2.11979411802e-07,1.1033862192e-11,8.16963785847e-15,1.13469580953e-11,1.17426290913e-09,2.30694558322e-16,2.58107576111e-12,3.78742278948e-17,4.41078378299e-17,2.65097807326e-15,2.03744841911e-17,5.51054210943e-13,1.06984699691e-14,2.74445840809e-14,4.43996818478e-11,2.76005990795e-14,1.59119289603e-15,1.45450029798e-09,1.35072670093e-15,9.81674810885e-13,1.31492330913e-10,9.71215512527e-13,1.22991124663e-12,1.77385706124e-09,7.82152381057e-12,8.11218661689e-11,1.29635153523e-13,2.0319487759e-10,3.92807422145e-08,3.58349865337e-07,3.74880161635e-12,2.15348680728e-12,4.23175716691e-09,1.12611452739e-15,1.39397585031e-07,6.62807266849e-08,2.3747472877e-09,0.000543994072359,0.999453485012,1.0810381236e-11,1.07227302124e-12,9.89822197539e-08,1.60609737315e-11,8.27989288243e-10,1.70029542479e-16,2.13950457351e-09,9.56011799672e-14,5.37792822563e-15,1.53397695613e-06,7.53279634883e-16,1.44038831477e-15,2.09294027388e-15,1.33210515804e-16,4.66168711807e-16,3.10781814652e-16,1.69527005767e-08,6.62852966959e-11,2.76988263055e-12,7.74856512287e-10,3.69980391471e-15,4.09265440751e-15,7.63311018125e-13,7.63674979077e-17,1.1830155538e-15,1.53696825232e-12,4.80427031491e-10,3.74997144448e-10,1.62599461673e-10,3.66561862448e-18,2.48560763985e-12,1.12087205836e-13,8.95111011679e-14,2.4444671063e-17,1.71256657638e-15,1.78590101041e-10,4.69328409469e-10,7.55458436557e-15,1.29125742827e-14,8.67207683871e-17,1.3570277714e-11,2.83533335699e-10,2.33510771347e-14,4.87511697678e-10,1.2989163781e-12,4.51006114779e-14,6.14926581877e-11,1.82563261053e-17,2.24202427457e-12,2.64657154699e-12,4.58390044293e-17,1.29746569273e-15,5.92856319942e-19,3.26047903954e-11,6.04841676743e-10,1.37736686206e-12,1.15005815982e-09,2.38060964577e-14
483,1.22559962179e-09,8.35420887877e-15,4.18306956304e-17,4.4359197504e-16,1.59835422079e-14,6.65917047546e-19,1.98962586535e-16,9.17542820389e-07,8.56094928281e-09,5.57599586892e-14,2.28446272316e-11,1.22751400156e-08,3.61356604361e-12,2.19743270691e-07,9.22203502798e-13,8.71421821014e-15,1.80034764874e-10,1.55844037675e-09,1.14047259103e-06,4.48011574583e-17,2.44789015447e-11,8.33442046673e-20,9.46261798234e-16,1.82042038005e-17,8.64757890946e-14,1.76004843761e-18,5.79550920058e-14,8.6304458311e-17,7.58295301551e-11,4.08085566207e-14,1.10510271046e-15,2.85410762515e-17,7.36143459558e-15,3.66477342722e-14,3.61256213595e-22,1.10831560943e-11,4.91448529972e-22,8.90575527904e-19,1.04349790701e-19,6.81125161653e-23,3.2299893356e-22,7.31211316408e-17,5.64663223272e-18,2.20811867055e-13,2.78470704205e-14,1.99789660364e-20,3.15320296593e-16,3.71087675291e-16,1.4422285588e-10,0.999997019768,7.66363127367e-20,6.34332603422e-19,8.73997814226e-13,4.79968176315e-10,7.89895926445e-12,4.52506782045e-12,6.42827809111e-16,3.14780842485e-15,1.52806015475e-18,3.84924593759e-17,1.56224154706e-12,9.36991319088e-15,8.62699495174e-12,3.29990338139e-17,1.7475121827e-13,6.13439767733e-12,3.25040456267e-17,1.66078952755e-14,5.53630613576e-11,7.34253213786e-11,6.21552864732e-10,2.36862456732e-11,1.25180344025e-19,2.1147812234e-12,8.38481505907e-14,8.2807857793e-12,6.69353021394e-18,1.60829533827e-15,4.36992383179e-19,2.01540817184e-15,6.99433011508e-11,4.13460551417e-16,3.31624379673e-18,3.58725070607e-16,2.73595744779e-16,7.48674634386e-16,5.45627813153e-07,1.53177706498e-19,5.49108013833e-13,3.56455109873e-09,2.65373308181e-13,7.96759191957e-09,2.64896948821e-09,1.02589879702e-07,3.00223615139e-17,2.73000377859e-09,1.82248320307e-18,1.20161510031e-16,9.53733484332e-14
484,6.32125230185e-16,5.67589578175e-16,1.31948129002e-19,6.27596441477e-15,8.96719158786e-16,1.17938491863e-23,3.48331817526e-16,1.33454890104e-15,8.5435331032e-10,5.16028587595e-21,5.60950712605e-18,5.87336499626e-15,6.05505927761e-18,8.65055952644e-21,1.03603726521e-17,1.65487573145e-17,5.67163520603e-15,7.07012234673e-14,2.78929795927e-10,1.9276356433e-18,4.24464241663e-19,8.04912520703e-23,2.46855781732e-28,2.73497089764e-26,4.00194503997e-21,2.65016884337e-25,1.16262344405e-18,6.63943425624e-18,4.21047637284e-16,3.19514591739e-22,9.62290949639e-19,4.70783392437e-24,4.76328118719e-21,2.29238822058e-29,3.83537154412e-20,2.77200579277e-19,2.74097731741e-18,3.43865267211e-17,5.06335155669e-22,1.76345818919e-21,2.34783713893e-19,6.96705290749e-23,3.19573764355e-18,3.8070843136e-13,7.08779886065e-21,1.17898246578e-19,1.77553362364e-29,4.7103065859e-19,9.49951793044e-20,2.98387092812e-08,3.82641991344e-24,8.90873562515e-27,1.6812697413e-17,4.05900835299e-25,1.02210531959e-25,1.8429049768e-23,3.56747923986e-28,4.28656735419e-15,2.93760268931e-13,4.15352478914e-16,4.44294403582e-16,9.02295720756e-22,1.3399444976e-17,9.65143792174e-19,1.42527753284e-22,7.23847303496e-26,3.46705839039e-20,1.539061295e-20,8.11779038943e-17,2.17762041038e-11,5.10442151712e-24,3.23169429043e-14,1.9811327049e-25,2.24284805138e-12,2.45397554847e-29,2.45920650709e-20,2.12167103005e-13,1.73228874739e-20,1.63827094141e-29,2.17885494483e-18,1.00695668646e-20,6.38250654822e-16,1.36751523805e-16,7.35884288488e-23,7.08739657945e-20,1.08026313841e-17,2.13891404588e-14,3.09293154248e-16,8.84217240479e-27,1.0,1.01668883544e-13,2.18852740834e-13,2.40611165119e-18,2.92811514368e-17,1.54117221236e-14,1.91928521687e-11,1.34008328196e-16,1.44087321828e-23,3.21312418364e-23
486,5.02210814151e-22,3.54658882326e-17,1.34732956611e-18,2.94881078377e-22,1.74104851253e-18,3.71583883454e-12,9.28309298941e-23,4.96952614456e-23,1.64857136471e-21,1.21100995301e-17,5.50962533179e-16,2.05653624077e-23,3.28689061738e-21,2.54458085855e-18,3.99813406379e-19,1.42142604653e-13,1.78079255056e-19,4.4704963203e-26,8.70214253787e-17,8.59312494944e-23,1.95234882511e-22,7.65189998088e-15,4.18565442722e-12,4.87433050431e-18,1.61884837618e-17,1.39858454679e-11,6.29686596918e-14,4.19395107767e-15,6.11781111881e-12,1.23521079975e-13,1.15138629882e-18,2.33507576339e-13,2.76718146451e-16,2.07269521235e-14,3.05314211684e-14,5.87139268004e-15,4.83676699193e-18,9.85153739524e-16,1.17529250221e-13,5.05033778826e-19,6.84775783235e-19,1.25458812682e-21,6.1240035409e-18,1.22179255214e-19,1.35660386551e-16,6.39312500506e-25,8.41480314248e-13,1.38671789063e-20,1.24595553989e-21,1.44187962216e-15,3.10712585257e-21,2.45806738679e-12,8.97095587534e-23,1.96908541565e-17,8.30175043428e-15,9.2359710239e-16,2.09147654751e-09,8.24903392001e-22,2.11826221606e-28,1.85006981956e-10,6.13421787729e-19,1.72688045911e-14,6.06879419809e-18,3.09397923948e-10,2.98871577443e-13,1.72752753404e-16,3.3564375102e-15,7.08702596608e-10,5.30873410417e-15,7.89018654845e-16,3.41136607851e-09,5.4677503844e-12,0.999999880791,6.600659354e-21,4.1590346618e-12,4.13047981235e-12,5.73899211556e-23,2.37559583116e-10,3.59231977498e-09,5.77547972689e-20,4.35450278469e-15,9.68923341952e-22,1.45395712614e-14,3.62406610797e-13,8.47873881564e-15,6.91214881957e-23,1.60082743276e-21,4.71451755561e-17,1.55005409397e-07,6.57764363836e-26,4.83614467086e-16,3.60233796346e-20,2.56760933416e-20,1.34502320562e-19,5.14564454382e-27,4.35084636019e-24,1.70348864491e-19,1.51824154817e-15,4.3394556679e-18
495,2.02854141583e-19,1.31436979356e-11,7.0785103446e-15,6.12902368857e-08,6.06742575019e-15,5.71151253462e-13,7.33334726277e-10,5.93341158541e-15,7.47389075541e-14,2.30874566885e-18,9.10529671002e-15,1.02995595908e-15,6.7179053119e-13,3.36460429085e-18,2.95901914082e-11,6.05518343799e-11,1.06393545338e-16,6.10249926695e-15,4.71772833987e-17,6.41946100752e-16,7.89444553599e-16,2.57858223662e-09,2.2119408527e-08,1.07934605698e-10,3.38634624356e-14,6.07958767773e-08,4.53305410986e-08,1.13445884631e-11,2.43362596741e-09,3.58265583866e-10,9.92157224433e-12,3.22760984606e-10,1.69347364907e-13,9.21606786722e-16,1.50605262661e-06,3.69875051674e-18,0.999990224838,1.47232746828e-11,2.56516248243e-08,7.03221587628e-08,1.43400902264e-10,4.41516996574e-11,2.05327386495e-13,8.15790143771e-12,6.20155278211e-16,2.67256172748e-08,2.85662549171e-10,2.40501944125e-14,2.10257315607e-15,3.10258800759e-18,4.61331334245e-10,1.18949816663e-09,3.73606034998e-10,2.62596413154e-15,1.38116797401e-18,1.35241202121e-14,1.84342083182e-16,4.40964200376e-14,1.21109039464e-10,9.81973169445e-10,1.16217213804e-12,9.77317520091e-16,3.24720736411e-11,2.72171608168e-11,3.8775514917e-14,2.52128952045e-18,3.18349124839e-10,4.50520842854e-10,2.65540983435e-14,1.51432347022e-14,1.96645623199e-15,6.19917658873e-12,1.56855778366e-12,5.58195145921e-13,1.5497405586e-18,9.03085140781e-16,1.92979872127e-14,6.64048538379e-10,6.09238103488e-15,8.02951217338e-06,3.25770037031e-13,1.48207054268e-11,2.29285913173e-11,4.56830189996e-12,1.1376510526e-14,1.50020207574e-14,9.01064715739e-17,2.57001780968e-10,4.48992725933e-15,9.50476845938e-17,4.97055768229e-16,7.31726419907e-14,1.80107994491e-11,1.78032484994e-14,3.4094793655e-09,2.00837305499e-14,2.88268182658e-08,1.19359503767e-14,2.15839920772e-19
500,3.34074547936e-06,7.99341464131e-08,2.74372035508e-11,2.21117332444e-07,3.78408380186e-08,4.9449386414e-16,2.17091312038e-07,1.80081642611e-05,0.00491518108174,8.01487098911e-10,8.62707292981e-06,0.872540950775,6.10287031577e-07,2.90639127343e-05,1.01091436591e-05,1.68643643494e-09,4.4289267862e-06,0.000989028136246,1.02557341961e-05,2.73623818048e-10,1.44359491969e-05,1.40415253752e-13,2.39630482124e-10,2.26059571062e-09,5.01098572359e-11,1.11173692474e-08,4.03474302579e-11,2.37570380035e-13,7.89832910186e-08,5.8387105914e-12,6.39895006316e-07,8.76848767206e-12,2.76671545917e-12,2.31872628736e-11,4.57767978797e-14,1.60792808401e-07,2.13844957367e-12,1.86036299213e-13,3.18362991141e-17,9.23944948328e-13,4.38909806666e-14,9.86931890379e-13,2.33895232826e-13,1.09795990966e-07,1.06206222483e-07,4.80367634559e-10,6.30472169155e-14,2.69823764026e-11,1.2384172976e-07,0.000121467921417,6.95485132701e-14,9.28237572391e-16,0.000189094440429,3.8853156803e-10,1.73488187114e-14,2.05608655644e-13,9.59571266639e-17,4.00149885449e-10,1.76511222305e-10,2.81323331601e-13,4.93619722874e-07,2.34643223905e-13,8.64598007411e-07,4.86292700986e-13,3.04451533428e-11,1.04011355084e-09,3.35057842582e-10,3.62441110111e-12,1.2091383006e-08,4.38020691718e-07,4.59127527663e-11,9.71347535739e-09,1.31232656546e-20,3.11187031912e-05,2.93786770898e-14,8.61681385966e-13,3.52136592455e-12,8.64637815555e-14,1.77132158587e-17,6.31682581798e-08,1.15766127351e-07,2.12482547113e-08,2.16791902897e-13,2.59369789372e-14,4.47249117082e-14,3.63659861773e-12,1.29344709876e-06,2.85416031324e-15,2.2799739366e-16,0.000404135789722,1.41233006193e-11,1.780664752e-05,0.00187256187201,0.118772491813,1.7451640133e-06,4.03338563046e-05,2.57056442104e-11,1.87214515266e-13,5.97063676278e-10
503,2.17990400308e-14,1.09318133159e-13,1.12276845599e-08,4.72829455589e-08,3.23456537742e-17,2.43566019703e-18,3.37384086089e-15,5.44184543348e-13,1.63191400497e-13,1.12242019153e-18,2.69461484237e-08,1.10505291419e-17,2.36708629043e-13,1.3898848033e-18,1.43963208511e-20,3.84533635114e-16,7.62114668288e-18,1.03166108469e-12,9.66687021684e-18,5.59882001872e-15,1.06276874491e-15,2.11789407626e-15,9.47160833958e-20,1.3958053444e-16,8.35953018046e-19,5.44515161162e-19,1.20187578423e-13,1.0454210414e-10,1.85343805733e-13,1.30647081763e-14,8.73225450282e-11,8.33105523316e-15,5.52931936348e-11,1.80175951922e-21,1.8094783627e-07,7.46195421889e-16,2.80232020281e-15,5.90521758554e-14,3.25630533828e-17,4.74571757217e-14,1.00432688086e-14,2.11408791779e-19,1.1290219426e-08,5.54352189627e-15,3.59690928301e-13,7.18267893079e-12,1.68356910178e-20,1.00179604104e-17,2.69105440836e-20,1.51259619931e-17,1.51610589859e-13,4.42203559e-18,3.9481310582e-11,8.96933114015e-17,1.90519330353e-15,1.71375869225e-12,8.06046600267e-20,7.55255934803e-17,1.97998399898e-08,2.3349540617e-12,4.55917643794e-15,2.02160666679e-11,6.46609705341e-14,3.09413321753e-15,1.43331186919e-08,6.74756239601e-17,1.18435128371e-09,3.35473137408e-15,1.27771970782e-09,1.77175394356e-07,1.50585955769e-18,3.99694651367e-16,5.16490766685e-21,7.52521646064e-06,4.13422406384e-21,7.01253537186e-15,9.20196332869e-14,4.40669032981e-20,1.22114166137e-22,1.94802146636e-10,5.0427958284e-15,0.999991178513,2.763300656e-13,4.97728941395e-12,2.64598970989e-13,9.16395973861e-13,4.7915837964e-11,1.35198587894e-13,3.26040945293e-23,9.35290121176e-14,3.49770033381e-07,1.12101411849e-15,5.32002827208e-12,7.39781889583e-15,8.84995722539e-12,2.32214723555e-18,4.55237852748e-07,2.41818006123e-19,3.00253393112e-13
